,name,category_1,category_2,origin,description
612,Clos Jot St Konts Peteruot La RNossa Premier Grender Reservo Celars Duit Red 2017, Red Wine , Other Red Blends ,"  from Jura, France "," A wine with a deep purple robe and a nose of raspberry, violets, and a touch of pepper. On the palate, the wine is rich and smooth with soft tannins and a balanced acidity. It is an excellent companion for grilled steak, veal chops, and duck. "
613,Whalldy Red Pinot Noill Pinot Noir 2014, Red Wine , Pinot Noir ,  from Australia ," The wine is deep red in color, with lifted varietal aromas of black cherry, raspberry and strawberry, complemented by subtle oak and vanillan oak. The palate is medium bodied with bright cherry fruit flavors, a soft tannin structure and well balanced with a long finish. "
614,Marquee d'Alicasen Gavancieres Branchello Castatusni Chardonnayir 2011, White Wine , Chardonnay ,"  from Piedmont, Italy "," The Chardonnay grapes for this wine are sourced from the ‘St. Joseph’ vineyard in the heart of the appellation. This vineyard is planted to the Nebbiolo clone, which is the most widely planted Chardonnay clone in the world, and by far the most versatile wine to age. Because of its characteristics, it can be used with almost every cuisine. Enjoy it with rich dishes such as lobster mac and cheese, rich fish dishes, risotto and even roasted chicken. "
615,Fostios Dwourt Pinot Noir 2007, Red Wine , Pinot Noir ,"  from Alentejo, Portugal "," Deep ruby red color. Intense nose, showing great finesse and complexity. It has a very elegant and harmonious palate, with good structure and balance. The finish is long and elegant. Horton Vidal is a great wine for roasted game, and traditional Spanish meat dishes. It is the perfect wine for the dinner table. It is a wine for the dinner table! "
616,Ferghachsl Reserve Zinfandel 1998, Red Wine , Zinfandel ,"  from Sonoma County, California "," The red wines of Ferghach Sl are characterized by their strong color, solid fruit flavors, and firm tannins.  Our winemaker, Tom Mackey says that the Ferghach Slins Pinot noir do terroir well, but with a little less concentration, less barrel toast, and more concentrated fruit flavors."
617,St. Estate Chardonnay 1997, White Wine , Chardonnay ,"  from Napa Valley, California "," Our Estate Chardonnay has a bright, golden color. The nose is filled with scents of sweet apple, pear and butterscotch. The mouthfeel is rich and the bouquet lingers forever. Flavors of tropical fruit, citrus, apple and pear fill the palate. This Chardonnay has a wonderful, long finish that makes it the perfect accompaniment to a wide range of dishes.  "
618,Parl Cellors Sauvignon Glanc 2015, White Wine , Sauvignon Blanc ,"  from Napa Valley, California "," The 2015 Parl Sauvignon Blanc has a light straw color with a brilliant edge. In the glass, aromas of white peach, apricot, and citrus with a hint of minerality. On the palate, this wine shows flavors of citrus, apple, and mango with a hint of minerality. This wine has a beautiful balance between fruit, acidity and crisp, bright flavors. The finish is clean and lingering. "
619,Aures Pismates Pinot Noir 2012, Red Wine , Pinot Noir ,"  from Santa Lucia Highlands, Monterey, Central Coast, California "," The 2012 Pismates Pinot Noir is a deep garnet color.  It has aromas of rose petals, dried cherries and herbs.  The palate is lively and balanced with a ripe core of red cherry, plum and pomegranate.   This wine is bold, complex and elegant, displaying spice and earthy notes, while maintaining the focus and freshness of the wine.  This is a classic Santa Lucia Highlands Pinot Noir, and it shows just how well this region can be.  "
620,Fort Vineyarder Cabernet Sauvignon 2009, Red Wine , Cabernet Sauvignon ,"  from Sonoma County, California "," This Estate Cabernet Sauvignon is a blend of select lots from the Sonoma County side of the AVA. This wine has aromas of dark cherry, blackberry and cedar. Rich and full-bodied on the palate with layers of ripe, jammy fruit and subtle notes of vanilla, this wine has a long, smooth finish. "
621,Mra Tita Perigialo Reserva Valley Pinot Gris Chamzin 1999, White Wine , Pinot Gris/Grigio ,  from Chile ,"  and winemaking are the key elements in production of this wine. The key elements are balance, finesse, and style. The key elements are patience, with the grapes from which the wine takes its name, and the care given to the wine by the winemaker in the vineyard to use the best available techniques and techniques to bring out the best in the fruit."
622,Vinian Jackelo Duch Bruter Reserva Syrah 2013, Red Wine , Syrah/Shiraz ,"  from Dusi, Piedmont, Italy "," The 2013 Bruter Vidal is intense and deep ruby red with violet hues. The nose is intense, complex, and spicy with notes of blackberries, licorice, and spices. On the palate, it is dry, full-bodied, and velvety with ripe tannins. It has an extremely long finish with notes of blackberries, plums, and vanilla. Pair with red meats, game, and seasoned cheeses. "
623,Steal Gtonerson 1999, White Wine , Other White Blends ,  from Australia ," Pale lemon with green hues.  A lively bouquet of lychees, fresh nougat and honey.  A soft and dry palate with a distinctively varietal character.  A wine to enjoy while it is young and has the fruit to give it structure. "
624,Ballbert Napa laval Vilnelle Ladoga Rose 2013, Pink and Rosé , Rosé ,"  from Napa Valley, California "," Blend: 82% Cabernet Sauvignon, 10% Malbec, 4% Petit Verdot, 2% Cabernet Franc, bold flavors and great texture define this wine. The 2013 vintage has produced a wine with aromas of fresh, ripe, and juicy pears, rose petals, and wildflowers. The palate is rich, bold and lush with flavors of wild strawberries, plums, and hints of fresh-cut herbs and spice. The wine's refined and pure character is balanced by a bright acidity, which leads to a long finish and a wonderful balance between minerality and fruit."
625,Napa Cabernet Sauvignon 1999, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," This Cabernet is made from grapes grown in the cooler Napa Valley, where the vineyards experience a longer growing season.  The result is a wine with more intense fruit, a richly balanced structure, and a full rich finish. "
626,Kida Hermog Reserve Syrah 2013, Red Wine , Syrah/Shiraz ,"  from Russian River, Sonoma County, California "," A full-bodied, flavorful Syrah from the Russian River Valley. Deeply-colored with purple edges, this wine shows a dark nose of cedar, spice and chocolate-covered berries with undertones of vanilla and dark chocolate. Lush and rich on the palate with a full, smooth, velvety mouth feel, this Syrah exhibits flavors of blackberries, blueberries and black cherries. The tannins are firm, yet balanced and the finish is long and lingering."
627,Crond Hare Pinot Grigio Caspure Radsalo 2015, White Wine , Pinot Gris/Grigio ,"  from Friuli-Venezia Giulia, Italy "," The color of the wine is light straw. The nose is filled with apricot, pineapple, pear, pineapple, and pineapple. The palate is crisp and light with tropical fruit, apricot and pineapple. The finish is fresh and crisp. "
628,Mae Peant Sauvignon Blanc 2016, White Wine , Sauvignon Blanc ,  from South Africa ," The Sauvignon Blanc grapes from the cooler sites in the region are picked early in order to maintain a bright acidity and freshness. The grapes from the warmer parts of the region, on the frisky, are picked early in the season, to gain a complexity and crispness to the wine. "
629,Swenbanzs Hirz Scroihtore Pinot Noir 2014, Red Wine , Pinot Noir ,"  from Sonoma County, California "," Pairs well with wild boar ravioli with a side of horseradish sauce, pan seared venison with a side of horseradish sauce, or a classic duck confit salad with fresh cranberries, dried cherries, and raspberries. "
630,El Vina Merlan 2011, Red Wine , Tempranillo ,  from Spain ," Pair with grilled meats, poultry, pastas and pizzas. It also goes well with spicy Asian dishes.  and mildewine recipes, and mild cheeses.  a year on the north-eastern side of Chateauneuf-du-Pape is a good sign that the wines from here are quite good. The wines show a deep purple color, with a delicious nose full of sweet spices, plums and spices. The palate is round and soft, with sweet tannins and good balance. "
631,N'd Roon Meriog Pinot Noir 2015, Red Wine , Pinot Noir ,"  from Central Otago, New Zealand "," Niced with a seductive perfume of dark berries, spices and sun warmed oak. Rich, concentrated dark berry flavors are balanced with velvety tannins and subtle French oak notes.. The wine is full of dark berry, spice and a hint of smoke, with a hint of chocolate and coffee. The tannins are round and smooth, with a long, fruity finish. It has great potential to age. "
632,Inoloma Papla Hantinz Vineyarc 2007, Red Wine , Other Red Blends ,  from Spain ," Deep garnet red with a touch of brick red. The wine shows aromas of red fruits, strawberries, and cherries, with balsamic and spicy notes. On the palate the wine is soft, smooth, with ripe tannins and a refreshing acidity. A long finish with fruity and spicy flavors."
633,Hewon Estate Soughin Cabernet Sauvignon 2010, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," The 2010 Soughin Cabernet Sauvignon has a dark garnet color. The aromas are a combination of dark cherry, dried herbs, and licorice. The wine has a full mouth feel with flavors of black cherries, plums, and a hint of spice. This wine is a perfect balance between the lush fruit, soft tannins, and the beautiful structure that comes from aging in French and American oak barrels. "
634,Loue La of Honshagge eaks Rker Estate Russian Riva 2003, Red Wine , Other Red Blends ,"  from Rkiriky, Spain "," The 2003 Laofla Estate Riserva is a blend of 60% Garnacha and 40% Cabernet Sauvignon aged for 18 months in French and American oak. Opaque purple-colored, it offers up a perfume of cedar, smoke, scorched earth, black cherry, and blackberry. On the palate it is opulent, velvety, and full-bodied with sweet fruit, great structure, and superb purity. This wine has the pure expression of the terroir of the region in the Russian River Valley, full ripeness, and sweet tannin. A terrific value, it should continue to improve for 3-5 years and drink well through 2026.-Wine Advocate "
635,Fawassa d'Or Pinot Noir 2011, Red Wine , Pinot Noir ,"  from Tuscany, Italy "," Deep ruby-red color. Aromas of wild berry and spice complement undertones of earth and forest floor. The palate is structured and balanced, with a silky texture and fine tannins. This wine is excellent paired with roasted meats, poultry and game.  "
636,Zinelotto di Mollossi 2016, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," Deep ruby red color. The nose shows berry fruit, floral aromas and hints of spice. The palate is full and ripe, with a well-balanced structure.                                                                                                                                                                                                                                       "
637,Taja Ritgsa Sauvignon Blanc 2009, White Wine , Sauvignon Blanc ,"  from Tuscany, Italy "," The 2009 Taja Ritgsa Sauvignon Blanc has a pale straw color with an intense nose of citrus, tropical fruit and lychee. The wine is dry and crisp with a hint of minerality. The taste is dry and well-balanced with a lingering finish. Made with 100% Sauvignon Blanc. "
