,name,category_1,category_2,origin,description
581,Eduis 201 Chardonnay 2017,White Wine,Chardonnay,Spain,"The Chardonnay grapes come from vineyards in Valdeorras. This wine is a well-balanced and fresh wine with flavors of pear, apple, and citrus.  The aromas are fruity and appealing, with tropical fruit, apple and tropical fruit aromas, along with fresh mineral tones.oup																																																				 Poor"
582,Micerland Ole Staguin Sauvignon Blanc (OU -Klar)-Frotk 2016,White Wine,Sauvignon Blanc,Austria,"The wine has a beautiful straw color with green tints. The nose is intense with a pronounced aroma of citrus, white fruits, lees and a hint of flinty. The palate is fresh and well-balanced with a long, clean finish."
584,Chateau Josep Granhe 2010,Red Wine,Other Red Blends,Chile,"This is a wine of good color and intensity with a fresh nose. The aromas of the wine are full of black fruit with delicate notes of vanilla. It is a very well-balanced wine with a pleasant tannin structure. On the palate, it is well-rounded with good concentration. This wine has an attractive acidity which is a characteristic of this variety. This is a medium-bodied wine with fresh and ripe flavors, with good intensity."
585,Grick Wines Ales Vinoy Chardonnay 2006,White Wine,Chardonnay,"Central Coast, California","Aromas of green apple, melon, and vanilla. Flavors mirror aromas with flavors of green apple, pear, and citrus. This medium-bodied wine is well-balanced with bright acidity. Flavors mirror aromas with flavors of green apple, pear, and citrus. A well-rounded mouthfeel with a long, fresh finish.  The wine is very approachable now and will cellar well for up to five years."
586,Estrela Annes Somman Cabernet Sauvignon 1999,Red Wine,Cabernet Sauvignon,"Napa Valley, California","The 1999 Somman Cabernet Sauvignon is a blend of five of our vineyards in the Napa Valley.  The wine is a deep garnet color.  Aromas of black cherry, clove and spices are supported by hints of vanilla, mocha, and cedar.  The mouthfeel is soft, round and full-bodied with rich, soft tannins that linger on the finish.  The wine will benefit from 2- 3 years of cellaring, and will continue to improve for up to 5 years from its release date."
587,Mochers Winery Estate Voulling Barro' Reserve Galaista Beaule 2008,Red Wine,Bordeaux Red Blends,"Barossa Valley, Barossa, South Australia, Australia","The 2008 Galaista has a deep red color with hints of brick red. The aromas feature ripe, blackcurrant and red berries with spicy, mocha oak and sweet detainers of vanilla and Jelly. The mouthfeel is full bodied and soft with soft, sweet tannins, acidity and excellent length. The mouth-filling mouthfeel is enhanced by sweet, rich and generous fruit characters and subtle oak ageing. The wine is medium bodied with well balanced acidity rallied by sweet, round tannins. The wine><p>will cellar well for up to three years and will continue to improve in the cellar for the next five to seven years. The wine will be ready to drink now and will continue to improve for the next 3-5 years and will cellar well for another 5-8 years."
588,Telboan Sainna Rose Soave Bellei 2015,Pink and Rosé,Rosé,"Soave, Veneto, Italy","The nose reveals an intense red color with violet tones. The nose opens with aromas of red fruit, especially cherries, strawberries and redcurrants. On the palate, the wine is fresh and fruity, with good acidity, medium body and a long finish."
589,Domaine am Golfofoy-Cha Morsain Rosota Bonstpieto Frebten Rossa 1998,Red Wine,Other Red Blends,Italy,"Deep ruby red in color with a slight violet tone. Very intense bouquet, rich and fruity with the addition of small blackberries, spices, vanilla and toasty aromas. Warm and pleasant taste, well-balanced and well-balanced acidity, round and smooth with round, round tannins."
590,Dolenany Veldiny Edolain Zinfandel 2007,Red Wine,Zinfandel,"Central Coast, California","This is a well-crafted wine with fruit aromas of cherries and plums with sweet spice notes and a hint of earthiness. The flavors mirror aromas with flavors of intermediary, vanilla and tobacco. The mouthfeel is soft and supple, with round, well-integrated tannins, which provide a lingering finish."
591,Antolay Grate Rand Cellar Pinot Noir 2014,Red Wine,Pinot Noir,"Yamhill-Carlton District, Willamette Valley, Oregon","The wine is a beautiful deep ruby-red color with a hint of purple. Aromas of red fruits, strawberries, cherries, cherries, strawberries and cherries. The nose is very expressive with vibrant red fruits, strawberries and cherries. The flavors mirror aromas with an interesting sweetness and sweetness of the wine. The mouthfeel is soft and round with silky, well-balanced tannins. The finish is long, supple and long with a lingering sweetness of red fruits. The 2014 Pinot Noir GrateRand Cellar is a very approachable wine. Flavors mirror aromas with good acidity and good intensity."
592,Tindszotori 7 Cafnewne Suvendiong Granija Sauvignon Blanc 2014,White Wine,Sauvignon Blanc,Slovenia,"Bright yellow with greenish tones. Elegant and fresh with herbal and citrus aromas. Vibrant and vibrant with a lingering finish. Enjoy on its own or with grilled fish, salads, vegetable pasta dishes and white meats."
593,Stalaquery Resera Gary (375ML Mall-botter Per) Gres d'Agre 2014,Red Wine,Other Red Blends,"Rioja, Spain","Gres d’Agre is a blend of Garnacha and Cariñena grapes grown on the estate’s estate in Ribera. The Garnacha is grown in the upper part of the vineyards at a height of 2,400 meters above sea level. The Cariñena is grown in the lower part of the vineyards at 1,800 meters above sea level. The result is a wine of intense red-currant, strawberry and spice flavors. The wine is aged in small oak barrels for 6 months before being racked into stainless steel tanks for an extended maceration.  The wine was then transferred to 2nd year French oak barrels for a 6 months’ ageing.  The wine is then blended with Merlot for additional complexity.  The blend includes 3% Viognier and Viognier-based spices.  The wine is well-balanced with juicy, round tannins that are nicely integrated with fresh acidity.  The wine is ready to drink now and will cellar well for the next 3-4 years. It is a great companion to grilled or roasted red meats, white meat dishes, game birds, veal, pasta dishes with meat sauce, and Mediterranean"
594,Prauh Roten de Riegals Gigacollo Liale 2011,Red Wine,Bordeaux Red Blends,Italy,"Vibrant ruby red in color, with a floral and fruity aroma. It is medium-bodied with soft, round tannins, good acidity and a pleasingly long finish.  The wine has a very long, persistent finish."
595,Bark Brum Wuner Verline Sauvignon Blanc 2015,White Wine,Sauvignon Blanc,Austria,"The 2015 vintage was warm, and perfect for growing Sauvignon Blanc. The wine is pale yellow with a slight greenish hue. On the nose, the wine is expressive with delicate notes of citrus and fresh fruit such as gooseberry and peach. The palate is soft and round with nice acidity. The overall impression is pleasing and round, well-balanced and well-integrated."
596,Lintonge Thease Rud 2018,Red Wine,Other Red Blends,"Margaret River, Western Australia, Australia","The Thease Rud is a full-bodied, elegant wine with complex flavors and aromas of black fruits and spices. A rich, smooth and well-rounded wine with smooth, juicy tannins, a spicy, brambly finish.   winegrowers from Margaretigen Family Vineyards Theaseveda Estate Cabernet Sauvignon 2017 [response] [category_1] Red Wine [category_2] Cabernet Sauvignon [origin]  from Margaret River, Western Australia, Australia"
598,Roser Gimb Collal Chardonnayar Wines Cabernet Sauvignon 2017,White Wine,Cabernet Sauvignon,"Napa Valley, California","This 2017 vintage of Collal Chardonnay has a very subtle and inviting nose of fresh fruit with a touch of oak. The flavors mirror aromas with the addition of fresh pineapple and a hint of citrus, resulting in a full bodied wine with a bright and refreshing finish."
599,Carrablis Cabernet Sauvignon 2000,Red Wine,Cabernet Sauvignon,"Napa Valley, California","The nose offers aromas of cassis, cherries, MAC tobacco and sweet toasty oak. Flavors mirror aromas with toasty oak, vanilla, and a hint of black pepper. The mouthfeel is round and soft with balanced acidity and a long, smooth finish."
600,Erritoretonthe Vineyard Sauvignon Blanc 2000,White Wine,Sauvignon Blanc,"Marlborough, New Zealand","This is an easy drinking, easy drinking, great-tasting, food friendly wine with refreshing acidity, full flavoured flavors, and a great price point.  The wine is a great companion for foods that are well-suited to the varietal and can be enjoyed by itself as an aperitif.  It is best enjoyed chilled.  The wine is a classic match with fresh fish, shellfish, chicken, veal and poultry dishes with light sauces."
601,Fles Maldson Cabernet Sauvignon 2002,Red Wine,Cabernet Sauvignon,"Napa Valley, California","Fles Maldson Cabernet Sauvignon is an elegant wine with a deep ruby color and ripe, generous flavors of cassis, black cherry, and currant with a hint of spice.  The flavors mirror aromas with rich, round, ripe tannins, a hint of earthiness, and toasty oak.  The mouthfeel is full and round with well-integrated tannins that lead to a balanced finish."
602,Berand Siltssauf Cabernet,Red Wine,Cabernet Sauvignon,South Africa,"The wine is deep ruby red in color with intense aromas of ripe fruits and floral tones. The palate is soft and well-rounded with generous, well-integrated tannins and a lingering finish. The wine is ready to drink now, but will cellar well for up to 5 years."
605,Epalett Coteaunau Rubanzo Dose 2005,Red Wine,Other Red Blends,Spain,"Deep ruby-red color with violet tones.  Aromas of ripe red fruits and liquorice.  Warm with a sweet, pleasant and pleasing mouthfeel.   Balanced and with soft, round tannins.  with a long and sweet finish.  The name Rubanzo is a reference to the Spanish word for a wine of good structure and fruit.  The blend of Merlot, Cabernet Sauvignon, Syrah and Tempranillo, together with the small percentage of Cabernet Franc, gives the wine an elegant, fruity, round, well-roundedottling style.  The blend is kept very low to allow the fresh fruit flavors to come through."
606,Bervente Parnett Wonda Aldatia Chardonnay 1993,White Wine,Chardonnay,"Central Coast, California","Our Parnett Wonda Aldatia Chardonnay displays the classic Bervente style of lush, mouthfilling fruit with a pleasing touch of sweetness.  This wine has a rich, smooth mouthfeel with rich flavors of apple, pear and pineapple, with a pleasing touch of toastiness.  We suggest matching this wine's fruit and sweetness with seafood, pasta dishes with cream sauces, and mild cheeses."
